timestamp,computer_id,os_system,os_release,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_percent,disk_free_gb,disk_total_gb,network_sent_mb,network_recv_mb,process_count,uptime_hours,security_score,internet_connected
2025-06-28T17:58:20.716845,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,23.5,70.7,11.056640625,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,68.67526817321777,454.1435203552246,283,4.0938618931505415,90,True
2025-06-28T17:59:24.840388,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.8,71.1,11.113800048828125,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,68.76800441741943,454.2876958847046,285,4.111662555999226,90,True
2025-06-28T18:00:28.918547,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,21.0,71.4,11.165950775146484,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,73.76799964904785,454.65874004364014,285,4.1294461272822485,90,True
2025-06-28T18:01:32.939449,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,30.5,71.5,11.172107696533203,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,73.87600612640381,458.4762010574341,285,4.147235457830959,90,True
2025-06-28T18:02:36.984359,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.0,71.2,11.123741149902344,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,73.96031951904297,458.71354961395264,283,4.165045458343294,90,True
2025-06-28T18:03:41.096811,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,21.5,70.5,11.015541076660156,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.12756633758545,459.04070568084717,283,4.182886335915989,90,True
2025-06-28T18:04:45.330604,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,19.1,72.5,11.332672119140625,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.22469997406006,459.1966314315796,286,4.2006535166502,90,True
2025-06-28T18:05:49.298957,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.1,72.1,11.2762451171875,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.36280536651611,459.39543437957764,284,4.218456416063838,90,True
2025-06-28T18:06:53.376498,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,18.1,72.1,11.272747039794922,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.42468166351318,459.5285053253174,283,4.236229227648841,90,True
2025-06-28T18:07:57.361058,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,21.4,72.3,11.296775817871094,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.5044994354248,459.6205835342407,283,4.254004672964414,90,True
2025-06-28T18:09:01.362894,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,19.5,72.6,11.343193054199219,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.63446712493896,459.83721446990967,284,4.271776113576359,90,True
2025-06-28T18:10:05.323336,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,22.8,72.5,11.32870864868164,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.7203254699707,459.9750108718872,285,4.289553431338734,90,True
2025-06-28T18:11:09.326172,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,23.8,71.9,11.231281280517578,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.5775375366211,460.233678817749,283,4.307340805000729,90,True
2025-06-28T18:12:13.363443,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,34.3,72.9,11.39883041381836,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.67250347137451,460.4192371368408,285,4.32510683702098,90,True
2025-06-28T18:13:17.318949,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,25.4,73.0,11.406631469726562,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.76244449615479,460.5628261566162,284,4.3428629045354,90,True
2025-06-28T18:14:21.242871,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,25.8,73.2,11.448631286621094,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,74.90284252166748,460.79989433288574,286,4.360603397157457,90,True
2025-06-28T18:15:25.124219,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,21.5,72.9,11.396156311035156,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.01554679870605,460.9638090133667,285,4.37837305088838,90,True
2025-06-28T18:16:29.089979,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,22.1,72.2,11.280513763427734,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.09311771392822,461.06462574005127,283,4.3961394533183835,90,True
2025-06-28T18:17:33.039429,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,18.3,72.4,11.308895111083984,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.21190643310547,461.2445182800293,283,4.413909220695496,90,True
2025-06-28T18:18:37.001706,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,44.5,72.9,11.397994995117188,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.38419437408447,461.62943935394287,285,4.431741899715529,90,True
2025-06-28T18:19:41.200312,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.2,73.0,11.402286529541016,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.51273441314697,461.8384666442871,286,4.449564114809037,90,True
2025-06-28T18:20:45.371177,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.8,72.6,11.344932556152344,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.65398979187012,462.05812644958496,284,4.46734507408407,90,True
2025-06-28T18:21:49.374996,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,19.2,72.9,11.392948150634766,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.7904281616211,462.328763961792,287,4.485111938582526,90,True
2025-06-28T18:22:53.336512,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,19.7,72.3,11.294208526611328,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,75.90232849121094,462.44720458984375,283,4.502889505161179,90,True
2025-06-28T18:23:57.348621,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.5,72.5,11.337871551513672,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,76.08525371551514,462.83118629455566,283,4.520654793381691,90,True
2025-06-28T18:25:01.294132,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,18.9,73.0,11.415878295898438,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,76.30058479309082,463.0465326309204,288,4.538438046707047,90,True
2025-06-28T18:26:05.321718,LAPTOP_7NF3NNFS_Windows_26eb5b,Windows,11,20.3,71.0,11.090629577636719,15.629817962646484,92.14151832539594,36.600494384765625,465.74511337280273,76.44814777374268,463.28997135162354,283,4.556196487082375,90,True
